Date,VTI,ITOT,CRSPTMT,SPTRTMI,EFA,VEA,MXEA,TACDXUSR,VWO,EEM,TFQEACR,NDUEEGF,SPY,IVV,SPXT,SPTR,IJH,MDY,SPTRMDCP,MID,IWM,VB,RU20INTR,CRSPSCT,EWU,FKU,NDDUUK,NQDXGB,VGK,IEV,ACDER,SPE35CUN,EWJ,QJPN,NDDUJN,M1JPQMAR,AAXJ,AXJL,NDUECAXJ,WTIDAPXT,MCHI,GXC,NDEUCHF,SCNUN
18/12/2014,106.47,47.095,1656.15,2599.56,61.61,38.55,1767.33,,39.48,38.57,,391.912,206.78,208.11,3771.72,3771.717,144.69,263.64,2036.69,1444.92,118.63,117.15,5618.658,1568.02,18.15,39.33,5777.12,,53.64,43.59,1198.37,2370.152,11.45,58.96,4635.862,1525.44,59.83,64.3,360.207,217.72,48.71,78.45,405.097,633.11
19/12/2014,106.91,47.37,1663.84,2611.73,61.7,38.63,1782.04,,39.67,38.84,,395.951,206.52,209.01,3788.97,3788.974,145.15,263.3,2043.49,1449.73,118.9,117.61,5636.573,1574.66,18.33,39.66,5847.805,,53.44,43.24,1201.77,2375.986,11.51,59.0104,4730.966,1554.16,60.14,64.58,364.423,220.66,48.91,78.32,408.094,638.2
20/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2014,106.77,47.545,1670.36,2621.97,62,38.59,1789.81,,40.01,39.38,,401.391,207.47,209.99,3803.94,3803.943,145.75,264.38,2051.35,1455.31,119.71,116.5,5664.664,1581.29,18.4,39.95,5873.127,,53.5,43.43,1207.43,2386.465,11.48,58.88,4724.913,1553.03,60.88,65.52,368.577,224.4,49.84,79.31,415.204,645.12
23/12/2014,107.01,47.65,1673.29,2626.56,61.8,38.41,1784.58,,39.69,39.02,,399.106,207.75,210.32,3810.78,3810.776,146.19,265.31,2059.09,1460.77,119.86,116.8,5667.789,1585.45,18.24,39.65,5852.892,,53.3,43.27,1206.85,2385.394,11.5,58.91,4694.182,1542.93,60.26,65.0199,366.655,222.65,49.21,78.36,412.749,640.67
24/12/2014,107.04,47.445,1673.97,2627.61,62.08,38.58,1790.61,,39.77,39.11,,398.8,207.77,209.29,3810.39,3810.391,145.85,265.9,2062.75,1463.35,119.76,117.02,5688.708,1588.8,18.39,39.85,5873.454,,53.68,43.56,1207.85,2386.947,11.48,,4745.97,1559.74,60.37,65.1538,366.898,222.95,48.88,77.96,410.649,638.76
25/12/2014,,,,,,,1789.4,,,,,398.604,,,,,,,,,,,,,,,5873.454,,,,1207.85,2386.947,,,4731.471,1556.19,,,366.485,222.63,,,410.639,638.85
26/12/2014,107.36,47.56,1680.22,2637.38,62.24,38.7,1789.92,,40.04,39.42,,399.411,208.44,209.85,3823,3823,146.254,266.57,2069.17,1467.9,120.54,117.63,5729.078,1597.08,18.41,40.08,5877.986,,53.72,43.61,1206.71,2386.947,11.56,59.22,4754.363,1562.58,61.02,65.83,367.528,223.11,50.08,79.87,410.654,639.76
27/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/12/2014,107.59,47.65,1682.74,2641.34,61.79,38.45,1793.46,,39.91,39.18,,402.521,208.72,210.21,3826.95,3826.955,146.93,267.81,2078.81,1474.4,121.05,118.18,5749.795,1604.15,18.25,39.2,5888.447,,53.26,43.26,1208.11,2388.637,11.44,59.22,4736.638,1557.22,60.95,65.7471,371.006,225.51,50.05,79.36,421.44,650.94
30/12/2014,107.06,47.415,1674.84,2628.84,61.22,38.11,1778.04,,40.02,39.26,,400.797,207.6,209.01,3808.69,3808.689,146.32,266.73,2070.04,1467.8,120.34,117.57,5721.774,1596.84,18.13,39.2,5822.672,,52.8,42.84,1195.69,2361.517,11.3,59.22,4722.318,1554.04,60.67,65.39,369.232,224.05,49.46,78.65,417.535,646.54
31/12/2014,106,46.9449,1658.58,2603.28,60.84,37.88,1774.89,,40.02,39.29,,401.521,205.54,206.87,3769.44,3769.44,144.8,263.97,2048.38,1452.44,119.62,116.66,5682.502,1583.62,18.03,39.31,5850.313,,52.41,42.53,1194.85,2359.217,11.24,59.22,4701.837,1547.3,60.93,65.24,370.915,224.62,50.23,79.64,421.341,651.85
01/01/2015,,,,,,,1774.91,,,,,401.51,,,,,,,,,,,,,,,5850.313,,,,1194.85,,,,4701.837,1547.3,,,370.902,224.63,,,421.341,651.85
02/01/2015,105.92,46.905,1657.74,2602.04,60.58,37.69,1762.42,,39.56,38.77,,400.493,205.43,206.73,3768.68,3768.68,144.59,263.55,2046.83,1451.31,118.93,116.28,5654.77,1579.5601,17.86,38.7557,5758.328,,52.14,42.32,1184,2336.608,11.26,,4689.711,1543.31,60.63,64.8899,372.857,225.09,50.26,79.69,429.106,661.3
03/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2015,104.1,46.065,1628.34,2555.79,59.15,36.85,1726.41,,38.93,38.08,,395.041,201.72,203.1,3700.03,3700.033,142.42,259.65,2014.66,1428.48,117.34,114.49,5572.497,1553.8199,17.41,38.31,5588.298,,50.62,41.05,1150.12,2265.834,11.13,59.22,4688.002,1543.44,59.94,64.09,369.539,223.07,50.19,79.52,428.455,660.86
06/01/2015,103.08,45.645,1612.65,2531.29,58.48,36.44,1705.93,,38.74,37.92,,392.53,199.82,201.27,3667.14,3667.138,140.84,256.61,1992.93,1413.07,115.31,113.03,5478.086,1534.1899,17.21,37.5018,5521.005,,50.05,40.61,1140.4,2246.996,10.95,56.43,4585.292,1513.05,59.32,63.4399,364.053,219.65,49.71,79.04,425.36,657.77
07/01/2015,104.31,46.16,1631.9399,2561.51,59.13,36.83,1697.01,,39.63,38.74,,395.236,202.31,203.76,3710.94,3710.942,142.75,260.08,2017.82,1430.65,116.73,114.39,5547.415,1552.95,17.36,37.76,5527.044,,50.57,40.99,1134.42,2236.144,11.11,56.43,4554.391,1502.32,60.36,64.59,365.557,220,50.98,81.12,428.46,661.8
08/01/2015,106.15,47,1660.6801,2606.54,59.93,37.39,1733.84,,40.3,39.4,,402.667,205.9,207.4,3777.4,3777.402,144.95,264.11,2049.83,1453.23,118.71,116.21,5642.532,1578.0601,17.67,38.5,5664.165,,51.3,41.62,1163.52,2297.859,11.245,57.79,4607.301,1519.65,61.4,65.41,370.585,222.73,51.49,81.76,431.815,667.12
09/01/2015,105.27,46.59,1647.03,2584.97,59.64,37.21,1729.52,,40.1,39.27,,403.733,204.25,205.65,3745.67,3745.668,143.72,261.88,2033.01,1441.28,117.57,115.23,5593.259,1565.4,17.59,38.47,5633.15,,51,41.36,1153.21,2273.625,11.13,57.69,4652.398,1534.54,61.36,65.41,372.754,224.96,51.32,81.32,434.383,669.1
10/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2015,104.52,46.25,1634.53,2565.46,59.5,37.17,1734.47,,39.74,38.95,,401.295,202.65,204.09,3715.36,3715.359,142.84,260.48,2022.27,1433.66,117.18,114.69,5566.965,1557.5601,17.52,38.2361,5628.128,,50.99,41.36,1157.62,2283.803,11.09,,4661.024,1537.39,61.18,64.97,373.391,224.65,50.85,80.48,432.082,663.36
13/01/2015,104.28,46.125,1631.3199,2560.41,59.8,37.35,1745.96,,40.02,39.29,,403.128,202.08,203.56,3706.15,3706.153,142.84,260.36,2020.34,1432.14,117.27,114.67,5569.823,1556.59,17.57,38.3812,5675.396,,51.22,41.54,1170.24,2308.998,11.18,57.45,4647.292,1538.35,61.74,65.7301,374.935,225.19,51.43,81.21,434.622,665.79
14/01/2015,103.71,45.885,1622.37,2546.33,59.63,37.25,1727.98,,39.87,39.07,,401.38,200.86,202.33,3684.72,3684.723,142.33,259.29,2012.4,1426.49,116.8,114.25,5553.273,1551.34,17.41,38.3852,5556.301,,51.16,41.46,1153.76,2274.638,11.16,,4651.129,1545.87,61.43,65.7301,373.676,223.88,50.9,80.365,432.446,662.28
15/01/2015,102.66,45.44,1605.79,2520.33,60.01,37.46,1744.97,,39.99,39.16,,403.163,199.0199,200.43,3650.74,3650.737,140.74,256.41,1990.46,1410.91,114.83,112.52,5447.882,1528.0699,17.51,38.19,5638.711,,51.45,41.71,1163.38,2297.055,11.24,58.243,4714.982,1566.77,61.96,65.4396,376.447,225.19,51.2,80.37,436.914,665.26
16/01/2015,104.0199,46.065,1627.96,2554.95,60.79,37.87,1741.9,,40.39,39.49,,402.106,201.63,203,3699.79,3699.789,142.62,259.98,2018.71,1430.89,116.7,114.28,5551.546,1552.21,17.79,38.32,5663.615,,52.17,42.3,1167.2,2306.501,11.34,58.84,4644.879,1544.18,62.17,65.609,374.442,224.16,50.95,80.25,432.126,660.36
17/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2015,,,,,,,1760.33,,,,,400.034,,,,,,,,,,,,,,,5709.219,,,,1183.47,2337.695,,,4677.852,1558.12,,,372.645,223.49,,,419.135,643.34
20/01/2015,104.17,46.105,1629.15,2556.78,61,38.04,1767.6,,40.25,39.43,,402.034,202.055,203.5,3705.64,3705.645,142.26,259.49,2013.25,1427.02,116.21,113.76,5521.454,1544.63,17.95,39.02,5750.408,,52.53,42.61,1186.65,2345.038,11.43,59.25,4733.099,1575.46,61.96,65.38,374.806,223.95,50.56,79.8,426.003,652.75
21/01/2015,104.64,46.295,1636.37,2568.15,61.48,38.32,1778.67,,41.15,40.3,,409.925,203.08,204.5,3723.62,3723.624,143.25,261.05,2025.72,1435.72,115.84,113.99,5502.898,1548.14,18.13,39.1399,5814.176,,52.96,42.94,1195.18,2363.323,11.45,59.25,4731.524,1577.04,63.07,66.605,380.089,227.24,52.18,82.15,436.617,667.88
22/01/2015,106.23,47.035,1662.13,2608.7,61.71,38.46,1780.11,,42.02,41.07,,413.071,206.1,207.5,3780.51,3780.509,145.86,265.92,2063.25,1462.29,118.2,116.09,5616.711,1576.33,18.29,39.55,5862.207,,53.11,43.07,1197.35,2368.227,11.5,59.25,4720.397,1570.91,63.9,67.538,381.27,228.52,53.06,83.3,438.026,670.08
23/01/2015,105.75,46.775,1654.3199,2596.36,61.36,38.23,1787.71,,41.66,40.76,,416.164,204.97,206.39,3759.76,3759.759,145.19,264.56,2054.07,1455.79,118.12,115.88,5609.904,1573.08,18.2,39.318,5867.412,,52.81,42.85,1200.18,2374.944,11.46,59.25,4773.55,1583.89,63.83,67.294,386.364,230.63,52.85,83.01,443.778,677.51
24/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/01/2015,106.19,46.945,1661.23,2607.26,62.2,38.74,1792.5,,41.71,40.78,,415.274,205.45,206.94,3769.45,3769.448,146.89,267.69,2076.97,1471.99,119.26,117.03,5665.721,1588.91,18.47,40.25,5894.296,,53.66,43.5,1207.6,2389.079,11.59,60.009,4741.509,1574.1,64,67.1801,386.522,229.93,52.76,83.12,443.744,677.61
27/01/2015,104.95,46.385,1641.66,2576.22,62.29,38.77,1807.62,,41.49,40.56,,415.761,202.74,204.16,3718.99,3718.985,145.82,265.88,2063.61,1462.52,118.69,116.4,5637.029,1580.48,18.48,40.27,5917.447,,53.68,43.56,1210.79,2396.494,11.61,60.009,4864.121,1614.96,63.55,67.07,387.066,230.35,51.9,81.87,439.048,672.09
28/01/2015,103.53,45.77,1619.24,2540.97,61.36,38.26,1802.63,,41,40.12,,413.583,200.14,201.52,3669.1,3669.103,144.11,262.64,2038.65,1444.66,116.69,114.71,5545.135,1558.62,18.25,39.98,5920.903,,52.64,42.7,1206.34,2386.327,11.59,60.009,4859.659,1616.78,63.09,66.27,386.81,230.4,51.15,80.49,438.762,669.57
29/01/2015,104.52,46.165,1634.58,2565,62.2,38.78,1792.03,,41.04,40.12,,408.77,201.9902,203.45,3704.35,3704.35,145.18,264.6,2053.96,1455.35,118.3,115.92,5616.625,1573.65,18.37,40.04,5864.122,,53.59,43.43,1204.19,2382.883,11.69,60.85,4787.964,1597.58,63.23,66.633,382.593,227.91,51.51,80.97,433.17,660.34
30/01/2015,103.1,45.595,1612.71,2530.73,61.22,38.15,1782.7,,39.94,39.02,,403.928,199.45,200.87,3656.28,3656.284,143.17,261.07,2025.39,1435.1,115.7,114.16,5499.719,1549.5699,18.04,39.5,5791.146,,52.68,42.73,1193.52,2359.688,11.49,60.18,4811.65,1607.01,61.91,65.57,380.208,227.03,50.4,79.26,430.878,657.23
31/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/2015,104.26,46.095,1632.1899,2561.39,61.96,38.65,1791.11,,40.65,39.72,,404.954,201.92,203.31,3703.77,3703.769,144.41,263.06,2042.49,1447.19,116.76,115.12,5547.497,1564.02,18.2,39.47,5825.502,,53.29,43.2,1201.11,2374.608,11.61,60.46,4799.981,1603.49,62.92,66.92,379.858,227.92,51.1,80.3,428.984,654.76
03/02/2015,105.86,46.785,1656.58,2599.79,62.95,39.2,1805.81,,41.37,40.47,,410.289,204.84,206.2,3757.34,3757.336,147.01,267.89,2080.31,1473.94,118.85,117.28,5649.054,1592.73,18.65,40.54,5933.702,,54.49,44.14,1222.71,2416.25,11.59,60.17,4734.225,1580.73,63.54,67.48,381.571,228.75,51.83,81.43,433.299,660.65
04/02/2015,105.49,46.61,1650.24,2589.93,62.43,38.92,1818.96,,41.09,40.27,,412.11,204.06,205.47,3742.84,3742.84,146.38,266.79,2071.22,1467.44,118.41,116.77,5623.186,1585.73,18.48,40.44,5960.302,,53.76,43.59,1225.99,2423.001,11.65,60.38,4822.229,1605.99,63.62,68.4834,384.759,232.05,52.24,81.83,435.044,662.85
05/02/2015,106.65,47.11,1668.53,2618.47,63.29,39.33,1820.75,,41.4,40.51,,412.698,206.12,207.62,3782.11,3782.113,147.88,269.57,2092.09,1482.04,119.94,118.22,5704.981,1606.5,18.76,41.04,6000.092,,54.51,44.19,1229.08,2426.484,11.75,60.38,4799.867,1601.01,63.59,68.27,383.597,232.4,52.1735,81.47,436.902,663.64
06/02/2015,106.33,46.99,1663.38,2610.46,62.5,38.86,1812.12,,40.72,39.82,,411.181,205.55,206.95,3770.2,3770.196,147.34,268.56,2085.05,1476.89,119.81,117.9,5689.975,1600.74,18.56,40.47,5980.914,,53.69,43.51,1222.37,2413.619,11.65,60.5,4765.183,1587.97,62.8,67.5,383.459,232.3,51.03,79.75,433.493,657.97
07/02/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2015,105.8,46.765,1655.8199,2598.55,62.2,38.68,1805.67,,40.67,39.76,,408.78,204.63,206.06,3754.36,3754.362,146.63,267.13,2074.58,1469.46,118.86,117.19,5644.672,1590.83,18.51,40.349,5956.977,,53.48,43.34,1212.66,2395.132,11.54,60.5,4806.963,1600.86,62.52,67.19,380.39,230.84,50.78,79.44,430.21,653.61
10/02/2015,106.88,47.25,1672.52,2624.73,62.77,39.01,1808.94,,40.6,39.66,,406.284,206.81,208.29,3794.62,3794.62,147.81,269.37,2090.39,1480.59,119.62,117.94,5679.534,1601.1801,18.58,40.88,5953.938,,54.01,43.75,1219.13,2406.621,11.69,60.5,4787.389,1593.55,62.64,67.19,380.323,230.24,51.1,80,431.345,656.25
11/02/2015,106.93,47.275,1672.9399,2625.5,62.43,38.8,1798.26,,40.42,39.37,,404.064,206.93,208.39,3795.82,3795.82,147.75,269.21,2090.03,1480.1,119.45,117.88,5672.617,1600.13,18.49,40.74,5945.2,,53.63,43.48,1213.72,2396.459,11.71,60.5656,4743.445,1578.92,62.42,66.581,379.952,228.9,51.05,79.94,428.986,652.85
12/02/2015,107.96,47.74,1689.77,2651.94,63.4,39.4,1822.82,,41.36,40.21,,408.261,208.92,210.33,3833.35,3833.354,149.1,271.74,2111.09,1494.85,120.81,119.23,5742.643,1619.49,18.82,41.75,6002.965,,54.78,44.35,1230.85,2427.828,11.79,60.5656,4876.82,1624.29,63.17,67.54,379.862,229.6,51.81,80.61,433.564,656.56
13/02/2015,108.47,47.955,1697.4,2664.2,63.82,39.68,1839.35,,41.78,40.67,,414.789,209.78,211.28,3849.29,3849.286,149.97,273.5,2122.39,1502.78,121.53,119.86,5775.249,1628.1801,18.91,41.59,6055.491,,54.96,44.5,1241.63,2449.605,11.93,60.5656,4888.69,1627.15,63.66,68.52,384.347,233.23,52.12,81.15,438.133,664.34
14/02/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/02/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2015,,,,,,,1841.77,,,,,413.718,,,,,,,,,,,,,,,6034.884,,,,1240.43,2446.662,,,4929.39,1638.97,,,384.026,233.27,,,438.115,664.56
17/02/2015,108.64,48.015,1700.11,2668.53,63.97,39.77,1841.54,,41.65,40.58,,413.317,210.11,211.66,3856.04,3856.042,150.06,273.45,2122.33,1502.69,121.91,120.07,5784.188,1629.87,18.9,41.8464,6055,,55.12,44.61,1241.3,2449.446,11.92,61.91,4914.965,1635.05,63.51,68.32,384.155,233.43,52.37,81.38,439.417,665.93
18/02/2015,108.7,48.015,1700.96,2669.83,64.35,40.04,1854.76,,41.69,40.57,,414.148,210.13,211.62,3855,3854.996,150.54,274.3,2129.86,1507.93,122.04,120.41,5798.445,1635.36,18.99,42.1,6100.312,,55.31,44.79,1248.59,2461.966,12.13,62.794,4982.072,1656.38,63.52,68.32,384.789,234.21,52.19,81.27,440.169,666.9
19/02/2015,108.67,47.98,1699.71,2667.96,64.43,40.06,1863.88,,41.56,40.4,,414.193,209.98,211.45,3851.53,3851.526,150.29,274.01,2126.38,1505.33,122.05,120.35,5798.298,1634.23,18.97,42.23,6098.439,,55.23,44.71,1255.1,2475.197,12.22,63.27,5025.678,1668.76,63.35,68.113,384.987,234.06,52.13,81.13,440.237,666.6
20/02/2015,109.28,48.3,1710.14,2684.38,65.03,40.46,1866.73,,41.77,40.67,,413.922,211.239,212.74,3875.6,3875.601,151.38,275.97,2142.76,1516.84,122.38,121.01,5816.683,1643.3101,19.09,42.35,6095.48,,55.94,45.31,1255.63,2476.253,12.33,63.546,5054.529,1676.56,63.66,68.43,384.8,234.11,52.49,81.72,440.146,666.83
21/02/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/02/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/02/2015,109.27,48.29,1709.46,2683.34,64.8,40.3,1874.42,,41.37,40.26,,413.543,211.209,212.67,3874.46,3874.458,151.41,275.99,2141.11,1515.62,122.5,120.98,5816.975,1642.4399,19.05,42.62,6122.891,,55.67,45.11,1262.94,2490.891,12.26,63.371,5060.223,1681.76,63.21,68.09,383.998,233.24,52.09,81.04,440.656,667.04
24/02/2015,109.52,48.425,1713.48,2689.52,65.2,40.54,1880.66,,41.94,40.84,,415.409,211.81,213.31,3885.27,3885.275,151.59,276.34,2144.08,1517.72,122.66,121.11,5827.219,1644.13,19.18,42.43,6159.198,,56.05,45.39,1268.18,2501.524,12.32,63.69,5065.601,1682.68,63.87,68.8099,385.095,234.02,52.71,81.86,441.265,667.67
25/02/2015,109.48,48.39,1713.35,2689.43,65.25,40.58,1884.08,,41.8,40.76,,417.488,211.63,213.15,3882.95,3882.945,151.41,276.03,2142.44,1516.24,122.8,121.21,5833.393,1645.6899,19.19,42.6,6158.673,,56.1,45.42,1269.23,2502.388,12.29,63.63,5077.473,1686.92,63.76,68.81,387.835,235.66,52.54,81.58,442.106,667.84
26/02/2015,109.41,48.3249,1711.39,2686.37,65.07,40.47,1880.83,,41.77,40.77,,417.918,211.38,212.91,3877.85,3877.852,151.13,275.29,2137.35,1512.4,123.25,121.25,5853.18,1646.1,19.12,42.5577,6140.777,,55.81,45.21,1265.68,2496.315,12.4,64.18,5103.036,1694.94,63.935,68.86,388.401,235.49,53.08,82.3,446.622,673.64
27/02/2015,109.02,48.185,1705.78,2677.57,65.1,40.5,1886.26,,41.8,40.74,1000,416.435,210.66,212.21,3866.42,3866.417,150.45,274.2,2129.14,1506.53,122.58,120.78,5826.217,1640,19.1,42.57,6154.195,,55.89,45.29,1271.13,2507.522,12.35,64.01,5103.615,1698.64,63.83,68.61,387.401,234.45,53.06,82.1,444.838,670.57
28/02/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2015,109.69,48.48,1716.6826,2694.75,65.2,40.56,1879.48,,41.74,40.68,997.86,415.656,211.99,213.56,3890.32,3890.325,151.62,276.3,2144.9,1517.6,123.47,121.65,5870.061,1651.8933,19.13,42.62,6113.128,,55.97,45.36,1265.54,2496.058,12.38,64.15,5081.805,1692.84,64.09,68.508,388.244,234.36,53.3,82.29,446.19,672.58
03/03/2015,109.24,48.245,1709.155,2683.03,64.8,40.33,1870.03,,41.36,40.365,994.34,414.864,211.12,212.6,3872.71,3872.715,150.86,274.78,2133.8,1509.73,122.74,121.04,5833.23,1643.928,18.95,42.36,6072.766,,55.5,44.97,1253.7,2471.569,12.32,63.887,5112.904,1705.73,63.7,67.915,388.106,233.42,52,80.8,439.391,664.32
04/03/2015,108.8,48.06,1702.0815,2671.87,64.54,40.15,1862.02,,40.88,39.93,982.68,410.689,210.2301,211.71,3856.51,3856.506,150.23,273.74,2125.03,1503.35,122.36,120.57,5814.505,1637.2119,18.86,42.13,6057.284,,55.3,44.8,1249.43,2465.694,12.26,63.707,5073.438,1693.29,63.27,67.34,386.19,231.74,51.48,80.37,434.8,660.99
05/03/2015,108.97,48.12,1704.7633,2676.06,64.69,40.28,1865.56,,40.8,39.87,981.22,410.026,210.46,211.93,3861.29,3861.292,150.36,274.15,2127.29,1504.82,122.72,120.74,5831.823,1639.4746,18.96,42.29,6092.767,,55.47,44.95,1256.8,2478.529,12.33,63.707,5076.418,1696.21,63.11,67.294,384.018,230.62,51.2,80.47,433.066,661.28
06/03/2015,107.46,47.425,1681.2189,2639.15,63.81,39.74,1848.59,,40.14,39.26,975.46,408.621,207.5,208.98,3807.04,3807.042,148.59,270.72,2101.69,1486.62,121.17,119.2,5752.838,1618.1233,18.54,41.31,5982.308,,54.42,44.14,1239.11,2443.022,12.31,63.707,5096.22,1703.91,62.52,66.4121,385.609,230.38,50.65,79.68,432.986,660.19
07/03/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/03/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/03/2015,107.86,47.63,1687.6838,2649.35,63.91,39.76,1838.61,,39.98,39.11,964.87,403.6,208.36,209.85,3822.42,3822.42,149.15,271.69,2109.94,1492.31,121.7,119.56,5781.839,1623.5559,18.63,41.42,5966.893,,54.64,44.31,1234.29,2434.028,12.27,64.17,5059.102,1693.93,62.46,66.51,381.186,228.27,51.1,80.08,433.381,659.42
10/03/2015,106.22,46.88,1660.7041,2606.84,62.52,38.93,1807.49,,39.151,38.24,949.11,397.112,204.98,206.4214,3757.83,3757.832,147.26,268.27,2081.93,1472.44,120.3,118.17,5710.805,1603.9365,18.12,40.44,5813.096,,53.31,43.23,1207.56,2380.109,12.09,63.241,5033.113,1686.44,61.19,66.51,377.312,226.05,50,78.5,427.493,652.03
11/03/2015,106.14,46.835,1660.2173,2606.04,62.68,39.03,1807.92,,39.46,38.53,948.74,396.812,204.5,205.98,3751.2,3751.205,148.34,270.24,2097.47,1483.19,121.04,118.86,5746.308,1613.8848,17.98,40.34,5774.23,,53.34,43.26,1210.07,2386.401,12.2,63.59,5023.865,1682.23,61.54,65.49,375.603,224.26,50.28,78.57,424.033,646.5
12/03/2015,107.47,47.43,1681.7471,2639.74,63.46,39.51,1821.87,,39.68,38.77,956.43,399.152,207.1,208.55,3799.43,3799.433,149.98,273.22,2122.78,1500.81,123.05,120.51,5845.648,1636.1906,18.08,40.39,5797.795,,53.79,43.61,1214.95,2395.442,12.47,65.07,5101.708,1706.31,62.05,66.2025,377.287,226.41,50.76,79,427.294,650.06
13/03/2015,106.87,47.13,1672.1031,2624.62,63.09,39.27,1815.84,,39.2,38.3,944.99,395.383,205.8272,207.27,3776.44,3776.437,149.07,271.59,2109.25,1491.12,122.61,119.88,5824.671,1628.2443,17.89,40.18,5720.055,,53.41,43.3,1207.73,2380.369,12.48,65.1599,5152.816,1720.95,61.48,65.52,376.514,225.49,50.94,79.15,429.831,652.55
14/03/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2015,108.21,47.74,1693.0913,2657.57,63.8,39.71,1832.5,,39.66,38.76,946.54,395.832,208.58,210.14,3827.62,3827.615,150.8,274.83,2134.46,1508.91,123.33,120.9,5860.992,1641.9761,18.08,40.51,5795.638,,54.12,43.93,1224.92,2415.964,12.53,65.45,5139.421,1715.81,62.255,66.2835,376.51,225.46,51.83,80.29,433.917,657.8
17/03/2015,108,47.615,1689.415,2651.8,63.64,39.67,1831.17,,39.91,39.21,952.41,399.408,207.96,209.43,3814.91,3814.912,151.12,275.34,2136.94,1510.63,123.66,121.23,5872.614,1644.7239,18.11,40.44,5804.901,,53.97,43.75,1219.25,2405.656,12.56,65.48,5185.127,1731,62.59,66.32,379.242,226.48,52.14,80.55,434.35,658.9
18/03/2015,109.24,48.175,1709.1616,2682.75,65,40.49,1845.08,,40.94,40.17,961.49,402.653,210.46,211.9,3861.39,3861.389,152.63,278.08,2159.91,1526.76,124.65,122.41,5919.805,1661.4706,18.64,41.53,5869.836,,55.22,44.79,1227.63,2423.19,12.755,65.73,5242.468,1746.85,63.66,67.611,381.469,228.12,52.91,81.94,439.324,666.68
19/03/2015,108.85,48,1702.5781,2672.38,64.24,40,1851.01,,40.22,39.49,968.55,406.142,209.5,210.99,3842.62,3842.622,152.22,277.31,2153.67,1522.35,124.89,122.29,5932.96,1660.0687,18.39,41.13,5909.868,,54.46,44.18,1232.99,2433.473,12.61,65.7,5220.956,1737.49,63.31,66.93,385.806,229.95,52.79,81.95,444.228,673.52
20/03/2015,109.76,48.395,1717.6633,2696.13,65.66,40.86,1887.31,,40.72,40.08,974.7,408.059,210.41,212.85,3877.26,3877.255,153.69,279.67,2178.09,1539.61,125.99,123.44,5987.39,1675.9921,18.82,42.19,6036.958,,55.87,45.29,1263.17,2494.391,12.81,66.5899,5265.067,1750.49,63.76,67.83,384.709,230.21,52.97,82.4,443.313,673.59
21/03/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
